id,name,original_language,rating,rating_votes,release_freq,activity_all_time_rank,activity_month_rank,activity_week_rank,on_reading_lists,reading_list_all_time_rank,reading_list_month_rank
4237,Kimi ni Todoke – Ashita ni Nareba,japanese,3.5,4,2467,11965,2000,2000,64,11739,12390
4241,Shippai Kinshi! Kanojo no Himitsu wa Morasanai!,japanese,3.8,10,368.4,9964,2000,2000,353,8590,12387
4244,Spear of Thunder – Etranger of the Sky,japanese,3.5,11,1119.5,11302,2000,2000,243,9682,6854
4252,"What’s Your Gender, Princess?",chinese,4.3,155,71.1,3172,2000,5639,2491,2546,3753
4259,Only Sense Online – The Silver Muse,japanese,4.1,47,405.7,7566,2000,2000,1155,4803,12393
4266,Isekai no Mahou Gengo Ga Doumitemo Nihongo Dattaken,japanese,3.8,101,148.7,2758,2000,5639,3882,1480,2014
4276,The Prodigy Sefiria’s Overpowering Program,japanese,3.6,117,24.7,3305,6121,5639,3342,1817,8122
4282,Himegami no Miko,japanese,3.8,18,252.1,9753,2000,2000,390,8276,10869
4285,Night Ranger,chinese,3.7,456,214.3,111,6171,3489,6918,570,2921
4288,"Myself, weapons, and Yandere",japanese,3.7,30,279.3,8825,2000,2000,549,7184,12389
4289,Regarding Those Matters of Me and My Little Sister,chinese,3.8,20,2234,8335,2000,2000,164,10582,12390
4291,Reincarnated as a Villager ~ Strongest Slow-life,japanese,3.4,125,65.2,2003,2000,4355,4520,1198,5813
4293,Mr. Nobu’s Otherworld Chronicles,japanese,3.8,173,53.5,565,2000,2579,4802,1098,2192
4300,A Mistaken Marriage Match: Mysteries in the Imperial Harem,chinese,3.9,256,128.9,2164,6159,2000,3332,1829,2449
4302,Isekai Ryouridou (WN),japanese,4.3,148,27.9,2843,3115,3964,4474,1221,5203
4307,Fairy Tale of the Strategist from Another World,japanese,3.5,66,171.8,5227,2000,6928,1281,4491,6222
4316,Jiang Hu’s Road is Curved,chinese,4.5,426,6.5,1539,2396,3762,5099,1004,1975
4319,"Invincible Saint ~Salaryman, the Path I Walk to Survive in This Other World~",japanese,3.7,675,90.8,274,3023,865,11512,148,1104
4320,Supreme Arrow God,chinese,3.9,95,143,4434,2000,2000,1791,3499,4943
4323,Invincible Leveling King,chinese,3.4,163,144.8,3687,2000,4246,2866,2199,5209
4332,Heaven’s Devourer,chinese,3.5,235,0.5,479,1188,1341,3596,1646,1946
4337,"Once Upon A Time, There Was A Spirit Sword Mountain",chinese,3.9,332,285.7,649,2000,6928,4741,1116,5620
4340,One Sword to Immortality,chinese,3.8,98,136.7,6479,2000,2000,1347,4357,7979
4342,Ascendance of a Bookworm,japanese,4.2,688,12.1,273,1562,2612,12367,119,2222
4349,With Han Geng @ Midnight,chinese,2.1,8,247.8,10973,2000,2000,93,11467,10972
4351,God of Cooking,korean,4.5,655,23.9,327,1726,5067,9928,230,3711
4354,Demon Noble Girl ~Story of a Careless Demon~,japanese,4.6,961,37.1,200,3198,2082,13081,100,1448
4363,I Want A Harem But She Is Very…,japanese,3.6,47,2228,6728,2000,2000,644,6696,12390
4366,Isekai de “Kuro no Iyashi Te” tte Yobarete Imasu (WN),japanese,4.1,106,148.5,4178,2000,5639,3379,1779,3862
4369,ZoNe,japanese,3.8,8,7954,11872,2000,2000,70,11686,12390
4370,Otherworld Nation Founding Chronicles,japanese,3.9,353,18.9,480,2371,1325,10214,211,2245
4376,Badge in Azure,chinese,3.3,110,0.7,3038,2000,2000,942,5407,7163
4379,Cult of the Sacred Runes,chinese,3.7,297,1738,780,2000,2000,3771,1543,3000
4380,Cheating Craft,chinese,3.1,101,132.3,6905,2000,5639,784,5981,7618
4387,Heavy Object EX,japanese,3.7,21,171.6,9188,2000,2000,453,7807,7158
4392,You Think It’s Fine to Just Summon Me to Another World? Huh?,japanese,3.3,107,42.9,3183,2000,2000,1899,3312,3149
4397,Flowers of Love,chinese,3.8,19,234.4,8965,2000,2000,539,7239,12387
4398,Song in the Clouds,chinese,4.6,99,256,4505,6198,2000,1963,3217,12390
4402,"If I Have You, What More Could I Ask For In This Life?",chinese,3.8,46,5.9,5212,2814,2612,1198,4688,2506
4414,The Avalon of Five Elements,chinese,3.9,525,0.3,195,2000,2000,5670,842,1567
4423,Accompanying the Phoenix,chinese,4.5,167,25.8,2044,2000,4246,4099,1389,3220
4425,From Brothers to Siblings,japanese,2.8,39,148.2,9177,2000,2000,287,9216,7724
4428,The Heartbeat at the Tip of the Tongue,chinese,4.6,352,85.6,1147,3866,5067,5511,887,3259
4430,"If You Got the Power of Flight, Invisibility, and Teleportation, What Would You Do?",japanese,3.6,297,1.5,3112,6155,2969,4278,1302,980
4434,Immortal of Book and Sword,chinese,4.2,17,2223,10075,2000,2000,264,9464,12385
4439,"Congratulations, Empress",chinese,3.5,135,55.9,3357,2000,2000,2551,2495,7977
4441,Extraordinary – Ordinary – Soap!,japanese,4.4,175,80.5,2131,4359,2000,4162,1361,3148
4447,Martial Hero Rebirth,chinese,4.2,153,80,2201,2000,2000,2263,2807,2957
4449,Brother,chinese,4.3,294,124.7,2322,2384,3964,3114,1998,7616
4452,"Sentimental Swordsman, Ruthless Sword",chinese,3.8,37,118.9,8413,2000,2000,256,9540,10746
4455,Conquering Hero’s Heroines,japanese,3.7,211,137.8,2858,2000,6928,4444,1232,696
4468,Versatile Mage,chinese,3.4,430,77.3,523,2000,1477,6363,674,3757
4470,Doctoring the World,chinese,4,57,158.4,6677,2000,2000,1191,4709,7158
4471,Reincarnator,korean,4.1,1170,138.3,261,2000,5639,13791,79,910
4475,Upgrade Specialist in Another World,chinese,3.5,741,133.1,39,2000,5639,10906,176,1769
4478,"After Transformation, Mine and Her Wild Fantasy",chinese,3.6,430,46.1,549,6121,6928,5154,985,2639
4484,The Girl Who Ate a Death God,japanese,4.8,736,23.1,1379,3664,5639,8996,299,1613
4487,The Card Apprentice,chinese,3.9,117,156,2578,2000,2000,1856,3372,6215
4488,Because I’m a Weapon Shop Uncle,chinese,4,196,123.5,1489,2000,6928,4481,1217,4176
4489,The Mage Will Master Magic Efficiently In His Second Life,japanese,3.2,373,4.1,829,3124,1440,8506,350,1586
4494,Drop!! ～A Tale of the Fragrance Princess～ (WN),japanese,4.2,145,118.7,2334,2000,2000,3683,1599,5813
4497,Are You Addicted?,chinese,4,354,79.9,1792,1133,1118,4025,1424,8876
4499,Return – League of Legends,chinese,2.9,8,586.8,11529,2000,2000,55,11801,12384
4502,Heibon na Watashi wa Tonikaku Hibon,japanese,4.2,149,50.7,1744,1714,6928,4141,1368,7355
4509,"Yamato Nadeshiko, Koibana no Gotoku",japanese,4.1,69,170.3,7399,2000,2000,1087,4980,2658
4510,"Skeleton Knight, in Another World",japanese,3.9,620,84.5,217,3365,3157,14488,68,437
4515,Cheat Majutsu de Unmei wo Nejifuseru,japanese,3.6,176,126.4,2366,2000,6928,4524,1192,6283
4519,Gunshi-sama No Tensei Hanashi,japanese,3.3,37,147.9,7238,2000,2000,799,5922,5611
4522,Abyss Domination,chinese,4,284,59.7,1031,2470,2000,4789,1103,4890
4524,Romance of Dragons and Snakes,chinese,4.1,202,114.2,2356,2000,2000,2809,2255,7477
4536,Sleeping Bunny,japanese,4.2,78,23.4,5381,1212,2000,836,5763,12389
4538,Lovers’ Times,japanese,4.2,17,5.5,8105,2000,2000,415,8073,12385
4540,Refusing to Serve Me? Then Off With Your Head!,chinese,4.3,455,6.5,1111,1229,5639,5099,1004,1545
4553,The Wolf Husband and Green Plum Wife,chinese,3.7,61,123.5,5498,2000,2000,1032,5128,5114
4556,Yesterday,chinese,3.9,97,175.5,4171,6151,6928,1352,4346,12389
4557,Wife is Outrageous: His Evil Highness Comes Knocking,chinese,3.8,172,84.9,2124,2000,6928,3257,1876,8263
4559,The Legend of the Dragon King,chinese,3.8,346,0.5,108,536,492,6713,609,443
4563,We Live in Dragon’s Peak,japanese,4.1,141,26.8,1596,4862,6928,4105,1386,2948
4572,Thanks to a Different World Reincarnation,japanese,3.1,65,74,4964,3107,6928,1680,3719,8121
4577,The Magus Era,chinese,3.4,540,449.9,213,2000,6928,7130,537,2280
4583,I’ll Live My Second Life!,japanese,4.4,487,21.6,953,1377,955,8399,357,2789
4602,Heaven Awakening Path,chinese,4.2,179,53.3,3311,2000,2000,3362,1787,9730
4603,Accel World (先飞看刀),chinese,2.6,16,2217,10606,2000,2000,102,11358,12393
4606,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,japanese,4.6,314,114.8,1404,6086,1998,6459,654,4887
4613,Welcome to the Country of Cats,japanese,3.4,65,129.5,3499,2000,5639,1156,4797,5266
4615,Oni no Ou to Chigire,japanese,3.4,95,129.5,2648,3616,2000,1759,3559,4716
4620,God Of Slaughter,chinese,3.8,797,380.4,96,2000,4519,9460,262,281
4622,I Decided to Not Compete and Quietly Create Dolls Instead,japanese,4,302,84.8,1190,2207,3389,8507,351,5992
4623,Bringing The Farm To Live In Another World,chinese,3.6,1135,9.3,47,572,532,11897,131,381
4628,Amaku Yasashii Sekai de Ikiru ni wa,japanese,4,172,59.1,1645,6151,6928,3340,1820,2919
4630,Grimoire x Reverse ~Reincarnated Demon Romance Tale~,japanese,3.9,140,75.4,1495,2000,2000,4810,1094,6002
4636,Cheat Aru Kedo Mattari Kurashitai 《Tensei Jinsei o Tanoshimou!》,japanese,3,182,19,1209,277,4355,6026,757,2560
4639,Inma no Hado,japanese,3.3,214,66.8,842,6121,920,5481,894,1950
4641,I Want to Be Your Man,chinese,3.7,40,551.3,8907,2000,2000,598,6920,10585
4644,I Rose Suddenly in The Alternate World By Overwhelming Gacha With Luck!,japanese,2.9,97,140.2,3462,2000,2000,2842,2216,3763
4654,Cultivating to Become a Great Celestial,chinese,4.4,211,25.6,1720,2880,2818,3909,1468,3126
4657,Help! Gooogle-sensei!!,japanese,3.4,183,132.3,2805,2000,2000,2563,2482,3165
4659,The Magician Wants Normality,japanese,3.3,116,37.3,3679,2000,6928,3381,1777,4272
4661,Hell King,korean,4,39,8034,9691,2000,2000,379,8367,4535
4666,"Regarding the Story of My Wife, Medusa",chinese,4,140,79.2,3179,2000,2522,2794,2264,2529
4678,I Only Need To Attend The Classroom Of The Sage To Level Up!,japanese,3.8,91,146.6,3517,6183,6928,2841,2217,4373
4685,He Made a Harem When Statuses Became Visible,japanese,3.2,115,86.7,2999,6181,2000,2045,3101,2483
4686,Fukkatsu! Kouhoku Gakuen Bungeibu,japanese,3.7,3,1100,12070,2000,2000,42,11878,9383
4696,Manager of the Other World Brothel,japanese,3.6,80,366.3,5686,2000,2000,1797,3482,4510
4699,"Expecting to Fall into Ruin, I Aim to Become a Blacksmith",japanese,3.6,699,38,288,3960,5067,12654,113,1329
4703,Isekai C-mart Hanjouki,japanese,3.8,94,146.9,3628,2000,6928,2376,2681,2802
4707,ReBirth ~ From the Upper World to the Lower World,japanese,3.5,178,123.4,1139,2000,2000,4451,1229,2209
4711,The Trembling World,chinese,3.4,344,83.5,1043,2000,2000,4259,1310,7262
4719,Bu ni Mi wo Sasagete Hyaku to Yonen. Elf de Yarinaosu Musha Shugyou (LN),japanese,4.2,117,74,3025,6106,5067,4130,1374,4176
4728,Modern Weapons Cheat in Another World,japanese,3.4,360,55.7,783,2000,2390,6920,569,2656
4730,Red Bean Lyrics,chinese,4.1,32,1097.5,8059,2000,2000,387,8297,8125
4738,Heavenly Calamity,chinese,3.6,127,141.7,5511,2000,2000,1232,4612,2814
4743,The Bird That Drinks Tears,korean,3.9,14,438.8,11489,2000,2000,180,10396,10586
4745,The Portal of Wonderland,chinese,4,385,115.7,779,2000,2000,5018,1028,1881
4747,The Youthful You Who Was So Beautiful,chinese,4.7,150,61.6,3330,6075,1477,2136,2975,6485
4753,Sevens Gaiden,japanese,3.7,90,548,4566,2000,2000,1472,4110,4245
4755,"When I Summoned a Succubus S*ave, My Sister Is the One That Appeared",japanese,3.2,156,2192,5008,2878,2000,2436,2608,908
4760,Saikyou Juzoku Tensei ~Cheat Majutsushi no Slow Life~,japanese,3.3,169,19.5,948,6137,4040,5937,780,1249
4762,Seirei Tsukai no Blade Dance Extra,japanese,3.9,15,66,8597,2000,2000,525,7325,6755
4766,"My Little Sister Got Hemorrhoids, So I Helped Her Insert The Suppository",japanese,2,61,2190,9371,2000,2000,372,8441,3014
4768,Yandere Love Theatrics,japanese,3.8,45,438,6715,2000,2000,706,6386,9050
4770,Defiled Hero,japanese,3.2,131,1.9,4752,2000,2000,3134,1978,1119
4771,The Court,chinese,3.9,62,35.8,6516,2000,2000,863,5660,7477
4773,I Can Speak with Animals and Demons,japanese,3.7,100,52.5,2573,3415,2000,3247,1883,5062
4774,The Millennium After Dying Young,chinese,3.4,14,1094,10437,2000,2000,361,8522,4545
4776,Two Ex-Husbands On One Stage,chinese,4.4,59,75.9,5476,2000,3230,972,5304,8244
4779,Asuka of the Scarlet Sky,japanese,3.8,338,139.3,1990,3718,5067,9702,250,602
4790,Isekai Teni Jobumasuta e no Michi,japanese,3.3,35,273.5,6613,2000,2000,995,5235,2096
4793,My Immortality It’s in a Death Game,japanese,2.6,37,2236,8444,2000,2000,603,6896,4893
4806,Hunting for a Delicious Wife (Before),chinese,3.4,94,144.7,4826,2000,5639,2079,3053,4117
4809,Stolen Love,chinese,4.3,116,42.5,2409,1909,2000,2308,2761,6167
4818,Time,chinese,4.1,118,24.9,2907,4887,1760,3111,2003,6496
4821,Demon Lord’s Pet,japanese,3.9,111,123.7,2385,2000,6928,3243,1884,1407
4825,Katahane no Riku,japanese,4.1,494,21.6,1586,2000,5067,8848,317,1190
4830,Stunning Edge,chinese,4.4,1115,96.5,398,6138,4519,9974,226,913
4831,Koushirou Kujou the Detective Butler,japanese,3.7,26,20.1,9149,2000,2000,738,6193,10089
4833,Toaru Jihanki no Fanfare,japanese,3.4,8,6.9,9090,2000,2000,202,10137,11018
4835,Durarara!! Epitome of Eighteen Histories,japanese,3.4,10,139.1,10806,2000,2000,257,9520,10964
4841,The Princess Wei Yang,chinese,4.4,669,31.3,308,2018,2579,9382,268,1134
4843,My Daoist Life,chinese,4.5,293,80.7,2211,4803,1660,3696,1590,6157
4847,Tenonaru Hou e,japanese,3.9,50,129.5,4654,2000,2000,932,5436,6848
4850,Ikai no Ou,japanese,3.8,29,473.2,8521,2000,2000,753,6126,12393
4852,Hakai Me no Yuuri,japanese,3.7,333,3.7,964,4339,4705,4906,1065,2018
4859,Ai No Kusabi,japanese,3.8,41,8040,6573,2000,2000,251,9598,12393
4868,Takamura-kun is Cursed,japanese,3.4,81,31.5,4589,2000,2000,1345,4362,5310
4869,Aibiki,japanese,2.5,13,8040,11348,2000,2000,156,10685,12389
4873,Umi to Kaze no Oukoku,japanese,3,67,145.2,7332,2000,2000,1074,5014,6351
4876,The Bodyguard Starts Again as a Knight of a Prestigious Familly,japanese,4.1,46,725.7,8924,2000,2000,980,5287,2121
4877,Realms In The Firmament,chinese,3.8,650,15.8,112,2000,2000,7928,410,10413
4883,Galaxy Shattering Blade,chinese,3.9,38,241.9,8280,2000,2000,651,6672,8729
4890,It is a Straight Road,chinese,3.8,57,8.9,6076,2000,2000,719,6308,8876
4894,Hybrid x Heart Magias Academy Ataraxia,japanese,3.6,227,59,2413,1299,1716,6183,712,3457
4898,Akumu no Sumu Ie – Ghost Hunt,japanese,4.3,33,7.6,8561,2000,2000,568,7072,9239
4903,HaruChika,japanese,3.4,17,146.1,11420,2000,2000,216,9980,8576
4908,Shiki,japanese,4.1,28,23.7,8176,2000,2000,430,7972,10862
4917,The Inverted Dragon’s Scale,chinese,3.8,278,62.9,857,2000,2000,4304,1291,8119
4919,"Blessing from the Goddess and Transfer to Another World! ~No Thanks, I Don’t Need a Special Ability~",japanese,3.5,530,9.3,305,1406,962,10808,182,471
4920,Tatakau Shisho,japanese,3.8,86,0.9,5137,2000,2000,1743,3591,8128
4930,Star Sea Lord,chinese,3.9,14,575.8,11681,2000,2000,192,10259,9050
4932,Different World Business Symbol,japanese,2.7,90,83.3,3108,2000,2000,1686,3711,7480
4938,Tales of Vesperia – Ryuu Tsukai no Chinmoku,japanese,4.3,4,461.6,11741,2000,2000,125,11070,12385
4949,Bizarre Terrors,chinese,3.8,13,2173,11286,2000,2000,126,11055,6401
4965,Tondemo Skill de Isekai Hourou Meshi,japanese,3.7,396,2,153,32,54,11410,154,55
4968,Frequenting the Brothels and Hunting Dragons,japanese,3.4,154,2.5,3854,1967,2390,3205,1913,1566
4969,Blade Online,japanese,3.3,117,116.7,2930,6095,2000,2380,2679,4974
4983,Record of a Thousand Lives,korean,4.3,70,26.8,5294,2000,5639,1699,3683,7476
4984,Heisei Cataclysm,japanese,2.2,6,2646,11830,2000,2000,106,11310,12390
4989,Witch Hunt,japanese,3.1,24,133.3,8630,2000,2000,455,7797,10413
4991,The Man Who Knows the Sun Never,japanese,3,5,678.8,11533,2000,2000,84,11558,12390
4993,Synchronicity ~Requiem of The Circling World~,japanese,3,3,645.7,11823,2000,2000,66,11726,12393
5000,Isekai Tensei – Kimi to no Saikai made Nagai koto Nagai koto,japanese,3.6,198,85.9,1134,2000,2000,4460,1225,2749
5005,The Record of Unusual Creatures,chinese,3.9,189,247.5,1355,4927,2000,2424,2628,5269
5007,Marietta-hime no Konrei,japanese,4.4,467,91.1,870,6141,5067,10797,184,1214
5023,Beauty and the Bodyguard,chinese,3.1,310,131.9,361,2000,2000,4127,1375,10742
5025,Gravitation: The Novel,japanese,3.3,7,8040,11954,2000,2000,115,11204,12389
5029,I’m a NEET but When I Went to Hello Work I Got Taken to Another World (WN),japanese,4,50,446,7281,2000,6928,1684,3714,2034
5036,Sairin Yuusha no Fukushuu Hanashi,japanese,3.6,268,94.7,1087,2000,4519,8831,319,5160
5039,Helping with Adventurer Party Management,japanese,3.6,44,98.9,3263,2000,5639,1223,4635,6161
5054,The Weakness of Beatrice the Level Cap Holy Swordswoman,japanese,3.5,90,22.7,5245,2000,2000,2480,2558,4601
5056,Rebirth of The Heavenly Demon (Taegyu),korean,4.3,48,360.5,7928,2874,2000,608,6869,4799
5059,Level Up Just by Walking. In 10 Thousand Steps It Will Be Level 10000!,japanese,2.5,242,0.6,1874,4746,2000,3826,1513,1519
5078,Better in Time,chinese,2.6,7,309.7,11325,2000,6928,130,11008,11065
5080,One Sweet Life,chinese,3,92,143.1,3712,6151,1660,1628,3812,2091
5081,The Other Side of the Last Boss,japanese,3.3,382,110.1,622,3399,4130,6894,574,1076
5085,I Work As A Healer In Another World’s Labyrinth City (LN),japanese,4,41,273.1,6110,2000,6928,1473,4104,3957
5089,Godly Thief Incarnation,chinese,3.1,209,130.3,2854,2000,2000,1914,3282,1481
5091,Hidan no Aria Reloaded – Cast Off Table,japanese,3.1,8,1100.3,11523,2760,2000,167,10548,10862
5100,Bocchi ga Harem Guild wo Tsukuru Made,japanese,3.5,22,1175,9870,2000,2000,464,7737,12388
5102,"Kekkyoku, Ninja to Dragon wa Docchi ga Tsuyoi no?",japanese,4.1,14,1166.5,9667,2000,2000,555,7157,12388
5105,Kono Subarashii Sekai ni Bakuen o!,japanese,4.5,103,141.1,4704,2000,3964,1985,3187,5021
5107,The Girl Who Bore the Flame Ring,japanese,4.7,359,100.3,1695,3817,6928,6473,652,3915
5108,Stranger’s Handbook,japanese,3.9,317,145.5,658,2000,5639,5835,799,2532
5113,Ultimate Antihero,japanese,3.6,192,4.7,3727,6140,3615,4595,1174,2280
5121,Leisure VRMMO Record (WN),japanese,3.7,25,2158,8004,3207,2000,791,5957,3689
5131,"Age of Lazurite, Tower of Glass",chinese,3.3,33,196.3,10756,2000,2000,261,9492,9934
5137,Legend of Ravaging Dynasties,chinese,3.7,20,216.6,9339,2000,6928,212,10025,11024
5142,Jui-san no Oshigoto in Isekai,japanese,4.4,49,2159,7640,6074,2000,1619,3827,2063
5148,Paladin of the End,japanese,4.6,227,239.9,3546,6124,6928,4234,1324,6275
5154,Demon Wang’s Golden Favorite Fei,chinese,4,817,85.7,272,4320,2062,10339,204,533
5159,Love By Soup,chinese,4,79,4.5,6483,2000,5067,906,5515,7854
5161,Miracle Throne,chinese,3.8,437,1.3,204,4745,6928,7375,492,1175
5163,Invincible Saint Legend of Rainstar,japanese,3.4,30,2158,9332,2000,2000,559,7128,2495
5168,Kakei Senki Wo Kakageyo!,japanese,4.1,128,115.7,2924,2000,3964,3193,1921,3916
5177,"I’ve Became Able to Do Anything with My Growth Cheat, but I Can’t Seem to Get out of Being Jobless",japanese,3.9,805,3.7,51,1550,1107,19167,23,239
5181,God’s Left Hand,chinese,4,116,3.3,3166,1194,2000,1756,3571,8875
5184,I Became an In-game NPC,chinese,3.9,59,431,7601,2000,2000,1046,5093,2585
5192,Little Phoenix Is Not An Immortal,chinese,4.4,135,110.1,2900,2000,2000,3090,2017,6159
5196,Galactic Dark Net,chinese,4,1180,2.7,212,2000,6928,8275,362,286
5198,Witch Questions and Answers,japanese,4.3,28,718,10194,2000,2000,416,8069,4979
5199,Legend of the Continental Heroes,japanese,3.8,106,104.7,2929,2000,2000,2243,2822,6853
5203,Gate of Revelation,chinese,3.9,494,69.1,393,2000,3615,7028,550,5675
5205,Zither Emperor,chinese,3.7,196,122.1,1426,6125,2000,3009,2092,3115
5210,The Strongest Dan God,chinese,3.7,355,43.3,508,2000,2000,5240,957,3639
5211,Hail the King,chinese,3.9,1158,48.1,43,4921,1540,12185,123,2833
5212,Omni-Magician,chinese,3.9,243,42.5,648,3486,2000,4834,1083,2446
5220,Womanizing Mage,chinese,3.7,648,25.5,139,4301,3057,9262,277,2252
5228,Goshujin-sama wa Yamaneko-Hime,japanese,4,28,538,10437,3207,2000,780,5997,4035
5230,Perfect Superstar,chinese,4.3,264,26,839,6070,3157,3823,1517,3884
5232,Eastern Palace,chinese,4.4,120,11.7,3736,6140,2000,2235,2831,7723
5235,My Vampire Older Sister and Zombie Little Sister,japanese,3.6,84,54.4,4812,2000,2000,2269,2799,3150
5240,Deep Ocean,chinese,2.7,3,1075.5,11691,2000,2000,68,11699,10586
5243,Haunted Duke’s Daughter,japanese,4.1,197,20.3,1323,166,272,6365,672,517
5245,Aim for the Deepest Part of the Different World Labyrinth (LN),japanese,3.7,219,119.6,1353,2979,6928,5768,814,8727
5251,The Hero-Slaying Bandit,japanese,4.1,26,1075,9599,2000,2000,574,7039,3468
5253,The GM Has Logged Into A Different World,japanese,3.1,160,94.2,1848,4945,2000,4016,1429,3308
5256,I’m Really a Superstar,chinese,3.8,1798,613.7,19,2000,5639,9101,294,2435
5258,Outbreak Company,japanese,4.4,48,142.9,7658,2000,2000,1508,4037,5932
5267,Allusionist of Illusionary Recursion,japanese,3.3,19,2148,10733,2000,2000,316,8926,3778
5268,Sukuwanakya Dame desu ka? Isekai,japanese,3.7,15,2149,9346,2000,2000,608,6873,5211
5270,Hey Let’s Go Destroy Another World,japanese,3.6,29,268.9,6415,2000,2000,843,5735,7475
5273,Nirvana In Fire,chinese,4.5,151,31.4,2769,2976,5067,2927,2158,5490
5274,The Nine Godheads,chinese,4.4,230,130.3,1451,2000,2000,3281,1859,2973
5280,Common Sense of a Duke’s Daughter,japanese,4.5,1546,43.1,128,1143,1325,22673,10,211
5283,Izure Shinwa no Ragnarok,japanese,3.7,105,75.6,3484,3119,6928,3226,1897,10266
5285,Isekai Tensei Harem,japanese,3.3,191,135.3,1995,2000,6928,5834,800,2052
5291,I Awoke to Find I Was the Girl Swordsman That Protects My Cousin,japanese,3.5,93,195.2,4949,2000,2000,1896,3318,3073
5298,Netooku Otoko no Tanoshii Isekai Boueki (WN),japanese,3.8,250,91.8,1193,2000,6928,6549,642,3751
5300,Sonohi Sekai ga Kawatta,japanese,4.2,145,71.7,1391,2442,3306,3742,1560,1989
5302,Outaishihi ni Nante Naritakunai!!,japanese,3.9,433,19.3,290,3803,1907,10241,209,2554
5304,Passion Heaven,chinese,3.7,26,7.1,6904,2000,2000,468,7700,12385
5306,"Yuusha Party no Kawaii Ko ga Ita no de, Kokuhaku Shite Mita (WN)",japanese,4,114,145.3,5200,2000,5639,3062,2043,7258
5311,The Left Ear,chinese,3.4,17,7.1,9311,2000,2000,200,10164,11062
5314,The Evil Organization’s Recruitment Ad,japanese,4.1,179,97.1,1249,3601,2407,4783,1105,4032
5316,Caught in My Own Trap,chinese,2.9,71,1.4,4777,2982,2000,1118,4899,6853
5318,My Mister Ostrich,chinese,4.6,256,2.2,2899,3585,3306,2728,2331,5868
5322,Dominating Sword Immortal,chinese,3.8,472,78.7,260,2000,2000,6235,702,8260
5325,Another World’s Savior ~ I Became Unparalleled by Using the Jet-Black Divine Equipment~,japanese,3.5,108,178.8,5668,2000,6928,2444,2596,1413
5327,Leading an Explosive Revolution in Another World!,chinese,3.5,106,141.4,5804,2000,2000,1386,4278,3580
5347,"My Father Is a Terrorist, so I’m Becoming a Hero!",japanese,3.3,8,2144,11681,2000,2000,134,10953,4510
5349,The Laid-back Life in Another World of the Ex-Hero Candidate Who Turned out to be a Cheat from Level 2,japanese,3.6,608,51.4,321,2443,5067,14125,73,1380
5352,Sword of the Philosopher,japanese,3.8,114,140,3086,2000,5639,3011,2090,2720
5362,Hunter Club – Antihero,korean,3.5,41,214.3,10324,2000,2000,699,6425,3973
5372,Loli Manko,japanese,3.2,177,1.6,5580,4210,5639,2332,2738,1091
5374,Ancient Godly Monarch,chinese,3.5,794,299.3,40,2000,2000,8687,330,7053
5387,In a World Without Life,japanese,4.6,157,37.5,4295,3126,2000,2075,3059,6751
5391,The Road to Slaying God,chinese,4,88,103.9,3793,2000,2000,1505,4048,5203
5392,Isekai de “Kuro no Iyashi Te” tte Yobarete Imasu (LN),japanese,3.9,106,194.6,3577,2000,6928,3777,1538,4142
5400,108 Maidens of Destiny,chinese,4.1,355,2.2,349,2000,5067,6174,714,2722
5402,Zero Kara Hajimeru Mahou no Sho,japanese,4.2,84,2.3,2285,4659,2020,3835,1506,2448
5406,Battery,japanese,4,2,1070,11872,2000,2000,66,11719,11019
5409,Undead Seeks Warmth,japanese,3.7,134,90.9,2376,2000,2000,2529,2516,3148
5412,Dokuhakihime to Hoshi no Ishi,japanese,4.6,30,428,7968,2000,6928,852,5702,5877
5417,Shinpu wa Yoru no Hanayome,japanese,3.1,9,387,10672,2000,2000,190,10278,10745
5419,Ao no Exorcist,japanese,3.9,16,596.4,10294,2000,2000,278,9317,12388
5423,K – Case Files of Blue,japanese,3.1,7,149.9,10840,2000,2000,151,10747,9735
5425,Owari no Seraph – Kyuuketsuki Mikaela no Monogatari,japanese,3.4,12,149.4,11089,2000,2000,303,9052,10267
5431,Sweet Reincarnation (WN),japanese,3.9,42,121.4,6856,2000,3762,898,5542,8260
5433,Hunting for a Delicious Wife (After),chinese,3.7,82,67.3,4050,6087,2000,1872,3353,7054
5441,Harry Potter and the Rise of the Ordinary Person,chinese,3.4,302,136.1,3408,680,2000,1382,4287,3574
5444,"Madam, Master Said to Eat Meal",chinese,3.1,87,141.3,5068,2000,2000,1324,4400,3601
5446,Hyaku Ma No Aruji,japanese,4,166,75.5,1244,4359,4040,4658,1146,3439
5453,Nobunaga’s Imouto is My Wife,japanese,4.6,327,94.1,1254,3245,3021,7360,498,3238
5459,An Alternate World’s STRONGEST Canceller ～ Using The Rare Cancel Skill to Become GODLIKE～,japanese,2.5,42,1068,8610,2000,2000,527,7308,8880
5460,I Came From The Mortal World,chinese,3.8,93,52.3,9617,2000,2000,955,5361,10965
5464,Boku no Kanojo,japanese,3.8,16,2135,9358,2000,2000,145,10810,9050
5470,Shinwa Densetsu no Eiyuu no Isekaitan (WN),japanese,4,254,101.7,821,4880,2000,8010,395,2073
5472,The Tiger and I,korean,3.9,63,359,4676,6187,2000,1143,4833,4089
5495,Chronicles of Primordial Wars,chinese,4.5,880,12.5,145,405,2290,10320,206,689
